"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x3618354350","x1325770138205949952",2020-11-09 12:00:07,"LndOntRetweets","The premier calls it a game changer. But can rapid COVID testing really help to flatten the curve? At 7:10, we'll talk to @UWaterloo professor Sushanta Mitra for his thoughts. #ldnont
@WINano 

READ: https://t.co/IpPqXQNcyE https://t.co/XXILQLlEdM","LndOntRetweet",,,,,FALSE,TRUE,0,0,0,0,,,,,,,,,,,,,,"x872118797720850433","LondonMorning","en",,,,,,,,,,,,,,,,"x1325770114801655808","The premier calls it a game changer. But can rapid COVID testing really help to flatten the curve? At 7:10, we'll talk to @UWaterloo professor Sushanta Mitra for his thoughts. #ldnont
@WINano 

READ: https://t.co/IpPqXQNcyE https://t.co/XXILQLlEdM",2020-11-09 12:00:01,"TweetDeck",1,1,"x872118797720850433","LondonMorning","CBCLondonMorning",4681,380,11431,"London, Ontario","Broadcasting Monday to Friday morning at 93.5 FM and online at http://cbc.ca/london, and at http://facebook.com/cbclondonont. Hosted by @rebeccazandberg",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LndOntRetweets/status/1325770138205949952","LndOntRetweets","London, Ontario","Retweeting #LndOnt & #LdnOnt tweets, follow today and see what's happening in the London Ontario community.","http://www.mikasoftware.com",FALSE,4347,1,2102,541435,178,2015-09-19 17:55:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/3618354350/1452818753","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/687797811585368064/gpkpJmUt_normal.jpg"
"x872118797720850433","x1325770114801655808",2020-11-09 12:00:01,"LondonMorning","The premier calls it a game changer. But can rapid COVID testing really help to flatten the curve? At 7:10, we'll talk to @UWaterloo professor Sushanta Mitra for his thoughts. #ldnont
@WINano 

READ: https://t.co/IpPqXQNcyE https://t.co/XXILQLlEdM","TweetDeck",140,,,,FALSE,FALSE,1,1,0,1,,,"twitter.com/i/web/status/1…","https://t.co/MBdGsAdpl8","https://twitter.com/i/web/status/1325770114801655808",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LondonMorning/status/1325770114801655808","CBCLondonMorning","London, Ontario","Broadcasting Monday to Friday morning at 93.5 FM and online at http://cbc.ca/london, and at http://facebook.com/cbclondonont. Hosted by @rebeccazandberg",,FALSE,4681,380,47,11431,2802,2017-06-06 15:51:39,FALSE,,,,"https://pbs.twimg.com/profile_banners/872118797720850433/1497022172","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1293166959593500673/7zIJiF6g_normal.jpg"
"x1039124811241406466","x1325719043173715970",2020-11-09 08:37:05,"biosigmaes","Biosigma pone a su alcance los tests rápidos de antígenos PANBIO™ COVID-19 Ag (#coronavirus) del laboratorio Abbott para pacientes con sospecha de infección actual por COVID-19, que proporcionan resultados en 15 minutos. Más información: https://t.co/DffKNAxwtd https://t.co/uKlW2wW8Aa","Twitter Web App",140,,,,FALSE,FALSE,0,0,0,0,"coronavirus",,"twitter.com/i/web/status/1…","https://t.co/fuKGNdBDol","https://twitter.com/i/web/status/1325719043173715970",,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/biosigmaes/status/1325719043173715970","Biosigma","Canary Islands, Spain","Cuenta oficial de http://www.biosigma.es - Más de 30 años dedicados a la ciencia. - Productos químicos y biológicos, material, equipos e instrumentación.","http://www.biosigma.es",FALSE,10,16,0,14,32,2018-09-10 12:13:55,FALSE,,,,"https://pbs.twimg.com/profile_banners/1039124811241406466/1560328151","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1140896603890470912/j41_Bym4_normal.png"
"x773485929969414148","x1325660942294769667",2020-11-09 04:46:12,"sarang143u","Abbott wins U.S. emergency use authorization for new COVID-19 antibody test

Abbott Laboratories said on Monday the U.S. Food and Drug Administration has issued an emergency use authorization for its lab-based COVID-19 antibody blood test. https://t.co/cieUUFbQjf","Publer ",,,,,FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/F5tHnByeTv","https://twitter.com/i/web/status/1325660942294769667",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sarang143u/status/1325660942294769667","Sarang Pokhare","Hyderabad, India","Live the life to the fullest!! thats me cool, simple, humble, energetic. #InboundMarketing | #LeadGeneration | #DigitalMarketing | #SEO | #Adwords | #PPC","https://www.linkedin.com/in/sarangpokhare/",FALSE,346,1373,12,12445,2421,2016-09-07 11:39:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/773485929969414148/1563953435","","http://pbs.twimg.com/profile_images/1242514468216565760/kuwpoaPH_normal.jpg"
"x880506635449323520","x1325631262774718465",2020-11-09 02:48:16,"janlyn991","Stock trades based on insider info allowed several republican senators to make a fortune.  Trump &amp; Co. buying up drug, biopharms co., plus lots more that are in search of Covid.  Even Abbott lab that makes WH Covid test has been bought!  Loeffler also guilty of this! https://t.co/JA5Tur7UZc","Twitter for iPhone",140,,,,TRUE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/TysjdxKys2","https://twitter.com/i/web/status/1325631262774718465",,,,,,,,,,,"en","x1325629593139605509","Trump must be charged and face prosecution for his many crimes. He has never respected our norms. We have no reason to adhere to norms for him. In order to fully heal and restore faith in our system, he must be prosecuted to the fullest extent of the law.",2020-11-09 02:41:38,"Twitter for iPhone",22328,4713,"x1243560408025198593","MeidasTouch","MeidasTouch.com",501752,733,28216,,"Producing the most hard-hitting and impactful political videos and content. Because truth is golden. Donate https://secure.actblue.com/donate/meidastouch/",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/janlyn991/status/1325631262774718465","J. Lynne Parliament","Indiana ","leaving Indy 11/10/20 for Canada to help mum!  might be back 06/01/21.  safer there with Covid",,FALSE,10,123,0,2055,4968,2017-06-29 19:21:55,FALSE,,,,,"","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x390145895","x1325437239338422274",2020-11-08 13:57:17,"tomjberge","Abbot planned to ship 50 million of these $5, 15 minute COVID tests beginning in October.  So because a new test is widely available the sky is falling.

https://t.co/TCyW4OvL3L","Twitter for Android",,"x1325435280057389057","x390145895","tomjberge",FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/VddNBBe9IT","https://twitter.com/i/web/status/1325437239338422274",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tomjberge/status/1325437239338422274","Tom Berge",,,,FALSE,3,54,0,25,14,2011-10-13 14:46:26,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x390145895","x1325436675460378624",2020-11-08 13:55:03,"tomjberge","No restrictions were lifted in October to increase social contact, so the jump in incidence rate doesn't reflect a real increase in prevalence of the virus.  What did happen in October was that Abbott's  $5, 15 minute COVID test was distributed.","Twitter for Android",,"x1325435280057389057","x390145895","tomjberge",FALSE,FALSE,0,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/U0yPQDDnvh","https://twitter.com/i/web/status/1325436675460378624",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tomjberge/status/1325436675460378624","Tom Berge",,,,FALSE,3,54,0,25,14,2011-10-13 14:46:26,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1256975265336524802","x1325386590496108544",2020-11-08 10:36:02,"Larry64450205","@guy_ery @MinSoliSante Merci pour la précision.
Je peux vous demander si vous testez des résidents asympto ou uniquement des sympto avec ?

Le test Abbott, il est bien écrit :
""Pour les patients présentant une suspicion d’infection active à la COVID-19.""
= 93% sur symptomatiques.
Quid des asympto?","Twitter for Android",117,"x1325381960408109058","x2657710738","guy_ery",FALSE,FALSE,0,0,0,1,,,"twitter.com/i/web/status/1…","https://t.co/yVVvBAo8Pc","https://twitter.com/i/web/status/1325386590496108544",,,,,,,,,"x2657710738 x109263459","guy_ery MinSoliSante","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Larry64450205/status/1325386590496108544","Larry",,,,FALSE,442,150,6,2685,4587,2020-05-03 15:54:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1256975265336524802/1600752877","","http://pbs.twimg.com/profile_images/1308082460220063744/szG5YQF9_normal.jpg"
"x1256975265336524802","x1322230022900506625",2020-10-30 17:32:57,"Larry64450205","@Stockric Un peu de lecture... Évaluation du test antigénique Abbott 

https://t.co/gGxEIJ2fYX

https://t.co/EBtSG0hEaH https://t.co/QgaZG81VgO","Twitter for Android",130,"x1322219073422413830","x2414067781","Stockric",FALSE,FALSE,2,1,0,1,,,"sfm-microbiologie.org/wp-content/upl… twitter.com/i/web/status/1…","https://t.co/gGxEIJ2fYX https://t.co/Ed9evhtbm6","https://www.sfm-microbiologie.org/wp-content/uploads/2020/10/Evaluation-du-Test-Antige%CC%81nique-ABBOTT-SARS-CoV-2-Final.pdf https://twitter.com/i/web/status/1322230022900506625",,,,,,,,,"x2414067781","Stockric","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Larry64450205/status/1322230022900506625","Larry",,,,FALSE,442,150,6,2685,4587,2020-05-03 15:54:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1256975265336524802/1600752877","","http://pbs.twimg.com/profile_images/1308082460220063744/szG5YQF9_normal.jpg"
"x1256975265336524802","x1319342205656535040",2020-10-22 18:17:48,"Larry64450205","@inchi232 Abbott covid test panbio Ag

C'est eux avec roche qui ont le gros du marché français (lu sur le Figaro)","Twitter for Android",103,"x1319341111844966400","x993192251286319104","inchi232",FALSE,FALSE,5,0,0,0,,,,,,,,,,,,,,"x993192251286319104","inchi232","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Larry64450205/status/1319342205656535040","Larry",,,,FALSE,442,150,6,2685,4587,2020-05-03 15:54:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/1256975265336524802/1600752877","","http://pbs.twimg.com/profile_images/1308082460220063744/szG5YQF9_normal.jpg"
"x2657710738","x1325381960408109058",2020-11-08 10:17:38,"guy_ery","@Larry64450205 @MinSoliSante Le notre = celui qu’on utilise dans notre ehpad. C’est le abott, voir le lien. 
https://t.co/84IgT4ISCB","Twitter for iPhone",103,"x1325316119020900353","x1256975265336524802","Larry64450205",FALSE,FALSE,0,0,0,1,,,"globalpointofcare.abbott/fr/product-det…","https://t.co/84IgT4ISCB","https://www.globalpointofcare.abbott/fr/product-details/panbio-covid-19-ag-antigen-test.html",,,,,,,,,"x1256975265336524802 x109263459","Larry64450205 MinSoliSante","fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/guy_ery/status/1325381960408109058","Guy Ery",,,,FALSE,16,23,0,325,313,2014-06-30 21:10:41,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1322703181709742082/YDqH99ZA_normal.jpg"
"x221589466","x1325281577857765376",2020-11-08 03:38:45,"kicraz","@PattyHajdu @JoeBiden @KamalaHarris Good luck to get your failing abbott test now, fail FAIL HIGE FAIL , maybe focus on your own innovations against covid-19 made in Canada (@SonaNanotech ). USA always will put they citizens first before exporting to Canada. People are dying here and WHAT DID YOU DO TO STOP IT?","Twitter for iPhone",104,"x1325264898260148224","x1005090338","PattyHajdu",FALSE,FALSE,9,0,0,0,,,"twitter.com/i/web/status/1…","https://t.co/0jfh9kSq4N","https://twitter.com/i/web/status/1325281577857765376",,,,,,,,,"x1005090338 x939091 x30354991","PattyHajdu JoeBiden KamalaHarris","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kicraz/status/1325281577857765376","kicraz",,"I do not provide any advice, all my tweets are my privet opinions and should not be followed",,FALSE,72,75,1,1011,3407,2010-12-01 02:00:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/221589466/1592355425","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1273056939522396160/h5Pl405I_normal.jpg"
